id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
31760051,Luxury Airbnb! Modern+Spacious Home by the Airport,95140726,Alma,,Etobicoke West Mall,43.65135,-79.57534,Entire home/apt,213,2,62,2020-11-30,2.79,1,166
31762097,Clean and Bright Renovated Basement,238151483,Khalid,,Malvern,43.79603,-79.23984,Entire home/apt,68,15,44,2020-11-17,1.92,1,350
31764451,Stylish 1Bed+Den Unit in the heart of DT,238175797,Nicolas,,Waterfront Communities-The Island,43.64207,-79.38242,Entire home/apt,82,2,84,2020-11-30,3.66,2,106
31764536,Master Bedroom +Private Bathroom CLEAN SAFE,230406824,Jay,,Englemount-Lawrence,43.71571,-79.4391,Private room,50,4,2,2020-04-27,0.09,3,0
31767955,Cozy sunny room close to York University subway,35561791,Heidi,,York University Heights,43.7648,-79.50448,Private room,30,29,28,2020-05-04,1.22,3,30
31772245,Cozy spacious room near York University subway,35561791,Heidi,,York University Heights,43.76629,-79.50394,Private room,30,29,33,2020-01-02,1.45,3,72
31793504,Secluded Beach House on Queen Street,149774213,Joshua,,The Beaches,43.66915,-79.30488,Entire home/apt,75,2,23,2019-09-01,1.03,1,0
31794357,"Spacious, elegantly furnished 3Bed/2Ba Condo",125373406,Ritu,,Westminster-Branson,43.77929,-79.45307,Entire home/apt,200,30,0,,,2,270
31795864,Private hotel room-No Cleaning fee!,167034435,Kevin,,Moss Park,43.6604,-79.37289,Private room,80,1,130,2020-11-14,5.67,24,336
31799349,Leslieville Courtyard - 1 Bedroom-charming/quiet,238306558,Sameena,,South Riverdale,43.66401,-79.33165,Entire home/apt,95,2,5,2020-10-01,0.23,1,0
31799976,One Large Bedroom  located at Bayview Village,238312135,John,,Bayview Village,43.76621,-79.38493,Entire home/apt,199,3,0,,,1,364
31801034,Private Room & Private Ensuite Toilet Downtown T.O,25480699,Joseph,,Kensington-Chinatown,43.65505,-79.3941,Private room,41,1,158,2020-11-29,6.87,12,36
31805970,Master Bedroom with Private Washroom 主卧套间自带卫生间,238364386,Wens,,Agincourt North,43.80517,-79.25941,Private room,35,20,0,,,1,179
31807434,A private bedroom in 2 bedroom condo,69660515,Jamal,,Islington-City Centre West,43.63904,-79.55993,Private room,140,1,1,2019-01-29,0.04,1,0
31820203,Spacious downtown Toronto house,50128980,Frances,,Wychwood,43.67493,-79.42207,Entire home/apt,100,20,1,2019-04-29,0.05,1,0
31823437,LUXURY BRAND NEW TORONTO CORE 🚲 Bike & Trails 🏡,46865462,Peter,,Old East York,43.69397,-79.34002,Entire home/apt,260,14,5,2020-12-10,0.25,2,364
31830194,Boutique Hotel Style Condo in Lawrwnce Park,195164550,Rick,,Bedford Park-Nortown,43.72757,-79.41702,Entire home/apt,200,14,0,,,1,83
31831051,Entertainment District-Downtown Paradise -Boutique,105269100,Shalini,,Waterfront Communities-The Island,43.64692,-79.40228,Entire home/apt,1429,1,60,2020-08-02,2.74,6,233
31833294,✨Spacious Room in Shared  House by Finch Subway ✨,11418370,Claude,,Willowdale West,43.77438,-79.43215,Private room,30,28,11,2020-10-31,0.49,8,222
31835133,Hotel 89 - 03-Standard King Room,238571561,Hotel89,,Annex,43.67234,-79.39533,Private room,100,14,9,2020-02-23,0.41,6,90
31836145,Melcourt was built during the roaring 1920's,83627191,Markus Zachary Xavier,,Cabbagetown-South St.James Town,43.66419,-79.37316,Shared room,43,1,18,2020-02-19,0.87,1,364
31836241,Family Home in Lovely Neighbourhood,18760615,Rob And Fiona,,Wychwood,43.68081,-79.42328,Entire home/apt,185,2,1,2020-02-18,0.10,1,68
31840017,"Master room with private washroom,near airport&sub",237418707,MiYa,,Islington-City Centre West,43.63349,-79.54529,Private room,47,7,74,2020-12-05,3.28,4,85
31841226,Enjoy a Yorkville Ave condo with private terrace!,30435749,Phyllis,,Annex,43.67,-79.39479,Entire home/apt,88,2,47,2020-11-15,2.15,1,1
31849953,Bright cozy room on Roncesvalles Ave/Parkdale,158892553,Kel,,High Park-Swansea,43.63951,-79.44671,Private room,59,30,7,2019-12-28,0.32,1,77
31850233,Cosy private room in house,39619269,Aline,,Trinity-Bellwoods,43.64595,-79.42284,Private room,55,4,13,2020-11-09,0.61,2,269
31854033,Furnished Studio Suite in Downtown by the Lake,1919294,Toronto Suite Rentals,,Waterfront Communities-The Island,43.64156,-79.37864,Entire home/apt,149,5,0,,,63,90
31854479,"Student resident1 w/ furnitures, kitchen and bath",32679261,Michael,,Pleasant View,43.78453,-79.33121,Private room,29,30,0,,,1,0
31858144,Awesome Private Room (King St W) - great location!,171684607,Savitree,,South Parkdale,43.639,-79.43201,Private room,50,1,8,2020-05-17,0.37,5,365
31861066,Bright Large Bedroom one block from Queen West,34365954,Kim,,Roncesvalles,43.64285,-79.43323,Private room,64,1,27,2020-01-13,1.19,2,0
31862319,Charming Downtown Condo/Walk2CN/Rogers/FreeParking,237940117,Sugito,,Waterfront Communities-The Island,43.64014,-79.39686,Entire home/apt,77,28,60,2020-10-25,2.68,3,113
31870449,Modern Condominium near CN Tower.,10202618,Simply Comfort,,Waterfront Communities-The Island,43.64107,-79.38094,Entire home/apt,96,1,17,2020-02-12,0.75,74,365
31873755,Close to CN tower and star hotel like facilities,97478603,Dhanush,,Waterfront Communities-The Island,43.64014,-79.39803,Private room,114,7,0,,,1,89
31874635,Fully Furnished Toronto Home for Lease,56404318,Ruchika,,Leaside-Bennington,43.69979,-79.36242,Entire home/apt,175,60,0,,,1,180
31878891,Executive Condo in Toronto's Financial District,128895297,Adam & Erika,,Waterfront Communities-The Island,43.64021,-79.39424,Entire home/apt,165,60,0,,,1,365
31881411,spacious and stylishly decorated  2  bedrooms,238951290,Alex,,High Park-Swansea,43.65259,-79.45178,Entire home/apt,143,28,10,2020-10-09,0.50,1,0
31882289,Cozy Executive Condo with Parking,238959280,Tania,,Niagara,43.63766,-79.4035,Entire home/apt,136,2,3,2019-04-22,0.13,1,0
31882293,Cozy & Fun Basement Studio,22884327,Katie,,Little Portugal,43.65003,-79.42612,Entire home/apt,59,3,14,2020-06-07,0.63,1,0
31884693,Awesome Great Executive One Bedroom Condo,149156838,David,,Yorkdale-Glen Park,43.71395,-79.45322,Entire home/apt,109,1,15,2020-08-15,0.69,17,90
31888302,SoHo Suites,67668499,Sherry,,Hillcrest Village,43.80526,-79.36765,Private room,91,4,0,,,2,87
31896851,Room near Dundas Square and Subway in Family Home,44215129,Jia,,Bay Street Corridor,43.66012,-79.38259,Private room,49,1,23,2020-03-15,1.04,1,0
31897145,2 Bedroom Suite near Dundas Square,4356799,T.,,Moss Park,43.65596,-79.37299,Entire home/apt,124,1,20,2020-10-25,0.88,17,324
31897378,Sunny Downtown Private Room with a View,239103746,May,,Waterfront Communities-The Island,43.646,-79.37298,Private room,75,2,1,2019-03-15,0.05,1,52
31898567,Stunning Apartment with King Bed - Sleeps 4,239115885,Paul,,Trinity-Bellwoods,43.64469,-79.41987,Entire home/apt,179,3,27,2019-09-30,1.18,1,0
31898846,"M Lodge-Elegant Suite, King size bed, full Kitchen",2793069,Aisha,,Pleasant View,43.79828,-79.33553,Entire home/apt,79,6,97,2020-12-06,4.31,1,48
31900559,Beautiful Home in Bayview Village. Steps to subway,24112557,Chur,,Willowdale East,43.7674,-79.38832,Entire home/apt,260,90,18,2020-01-01,0.82,2,268
31902297,MY HOME IS HAPPY AND  CONVENIENT  TO STAY...,238971244,Helen,,Junction Area,43.67187,-79.47446,Private room,50,1,9,2020-01-17,0.41,3,364
31904903,My home is happy and convenient to stay.   Room 2,238971244,Helen,,Junction Area,43.67249,-79.47538,Private room,35,3,2,2020-01-12,0.17,3,64
31908151,Gather in the Paneled Dining Room at a Sun-Filled Residence,230105288,Yimin,,Yonge-Eglinton,43.70302,-79.40148,Entire home/apt,173,3,49,2020-10-19,2.17,1,108
31920120,Beautifully Renovated One Bedroom Apartment.,26329035,Heather,,Mount Pleasant East,43.71469,-79.39212,Entire home/apt,120,2,0,,,3,1
31923972,"Beautiful Condo in the center of Downtown, 2BD+2BR",239341476,Jack,,Waterfront Communities-The Island,43.64701,-79.39728,Entire home/apt,140,2,0,,,1,0
31928424,Castle View • Two Bedroom,20760617,Robin,,Casa Loma,43.67929,-79.41034,Entire home/apt,175,5,1,2019-07-27,0.06,2,362
31929555,Fully furnished bedroom with a private washroom,172684184,Dorina,,Church-Yonge Corridor,43.65849,-79.38112,Private room,100,30,0,,,1,83
31930164,Stunning Modern Renovated Home near Queen West,22196805,Jonathan & Sarah,,Trinity-Bellwoods,43.65021,-79.40636,Entire home/apt,255,2,24,2020-07-19,1.10,1,0
31931106,Luxury Suite steps to the CN Tower Free Parking,239411577,Camron,,Waterfront Communities-The Island,43.64063,-79.39777,Entire home/apt,178,30,20,2020-03-08,1.38,1,130
31931312,Nice & Warm Bachelor 1 min to Pape Subway Station,17240229,Jeff,,Danforth,43.68114,-79.34422,Entire home/apt,75,1,5,2019-05-19,0.22,1,0
31951522,Unique condo alternative in Architects own house.,146673647,Brian,,University,43.65773,-79.40674,Entire home/apt,131,3,79,2020-11-14,3.48,1,135
31955339,Cozy Sunroom and Kitchen,189669755,Denise,,Corso Italia-Davenport,43.67388,-79.44268,Private room,48,7,3,2020-11-29,0.27,4,230
31957717,Clean Room byTrain/bus station & shopping  mall,239611951,Nad,,Henry Farm,43.77343,-79.34222,Private room,39,4,7,2020-07-01,0.33,1,365
31962470,1 Bedroom Suite in North York near Fairview Mall 2,1919294,Toronto Suite Rentals,,Henry Farm,43.77484,-79.3301,Entire home/apt,157,7,2,2019-11-17,0.11,63,149
31963337,Modern Scandi-style Retreat in Dufferin Grove,42611743,Sandy,,Dufferin Grove,43.65858,-79.43213,Entire home/apt,92,2,53,2020-11-13,2.39,1,252
31964798,Cozy bright fresh room in East York!,6030498,Abdul,,Thorncliffe Park,43.70337,-79.34087,Private room,59,1,12,2020-12-04,0.61,1,365
31966860,Charming Duplex Home W/ 3 Bedrooms + Free Parking,844376,Hani,,Willowdale East,43.77868,-79.39101,Entire home/apt,258,28,11,2020-08-17,0.48,3,1
31980183,Beautiful & Modern 1BR Apartment in Hillcrest Village,292491903,Luckey,,Wychwood,43.67973,-79.42403,Entire home/apt,47,3,22,2020-11-08,1.06,26,317
31981793,Serene and private get away,239776586,Homa,,Woburn,43.77075,-79.23822,Entire home/apt,79,2,26,2020-09-27,1.21,1,0
31982265,Skyline Views from Pop Art Penthouse,22868073,Chris,,Waterfront Communities-The Island,43.64078,-79.39821,Entire home/apt,456,2,75,2020-11-14,3.35,7,1
31983642,Toronto Downtown Spadina Subway single bed room'..,44964154,Abby,,Annex,43.67124,-79.41065,Private room,62,28,5,2019-11-10,0.25,11,82
31984443,Private Entrance Newly Renovated Basement Apt,8177049,Kristin,,Little Portugal,43.64784,-79.42553,Entire home/apt,65,2,29,2020-12-08,1.32,3,1
31987759,50+Floor Amazing City•Lake View,92540259,Xueqing,,Waterfront Communities-The Island,43.64242,-79.38102,Entire home/apt,160,28,109,2020-11-04,4.95,2,162
31990411,Luxury Victorian in the Heart of the City'.,44964154,Abby,,Annex,43.67152,-79.41058,Private room,99,28,13,2019-07-04,0.59,11,81
31993184,Outstanding Central Yorkville Studio,10100240,Sam,,Annex,43.6715,-79.39367,Entire home/apt,239,2,85,2020-04-02,3.81,1,13
31995804,Fabulous room in the heart of Downtown Toronto''.,44964154,Abby,,Annex,43.67096,-79.40759,Private room,86,28,8,2019-11-06,0.41,11,81
32001614,Above ground bachelor suite with private entrance.,6826584,Sam,,O'Connor-Parkview,43.71362,-79.30034,Entire home/apt,100,1,0,,,1,179
32005538,Luxury 2 Bedroom & 2 Bathroom by CN Tower,8048120,Dom,,Waterfront Communities-The Island,43.64368,-79.3884,Entire home/apt,145,2,187,2020-12-09,8.36,1,220
32010500,"Spacious vacation home, Ravine Retreat",217899603,Irina,,Henry Farm,43.77117,-79.35826,Entire home/apt,702,1,49,2020-11-30,2.26,2,346
32013723,Executive Home Away From Home/Private Suite,24320306,Lena,,Englemount-Lawrence,43.72703,-79.43505,Entire home/apt,89,3,25,2020-09-01,1.30,1,118
32019270,Mid-Century Modern Penthouse with all the ModCons,56477952,Hussein,,Moss Park,43.655,-79.37261,Private room,69,1,0,,,1,0
32021180,"Contemporary, elegant house in Central Toronto",86415020,Nad,,Alderwood,43.61069,-79.53436,Entire home/apt,200,2,18,2019-09-16,0.95,1,0
32022500,"4 BRD Vacation house in North York, ON",240095698,Rafaer,,Downsview-Roding-CFB,43.73391,-79.46127,Entire home/apt,300,4,0,,,1,0
32040208,"2 private rooms near Pearson, 3 parking spots wifi",240219368,Matthew,,Mount Olive-Silverstone-Jamestown,43.73733,-79.58814,Private room,45,28,4,2019-08-22,0.20,3,0
32040287,Sparkling clean home,235546167,Elouise,,Rouge,43.82128,-79.2056,Private room,35,3,5,2020-10-17,0.31,2,347
32041791,Furnished 3 Bed Room  Home In Heart Of Toronto,108985776,Sinna,,Agincourt North,43.7987,-79.2802,Entire home/apt,129,4,6,2019-10-07,0.29,2,0
32043495,Cozy Den in Trinity-Bellwoods!,240246549,Craig,,Trinity-Bellwoods,43.64794,-79.41673,Entire home/apt,124,2,44,2020-03-21,2.03,1,0
32046499,"Spacious, bright 1 BR, Bloordale, steps to subway",240270972,Jacqui,,Dovercourt-Wallace Emerson-Junction,43.66087,-79.4407,Entire home/apt,100,2,19,2020-03-01,0.86,1,0
32046734,Rent room,204059125,Yudum,,Rosedale-Moore Park,43.6721,-79.37913,Private room,120,3,0,,,1,0
32047691,"Tracy's House, very clean with a free WiFi",240278949,Vitus,,Downsview-Roding-CFB,43.7278,-79.52354,Entire home/apt,145,3,23,2020-03-03,1.06,1,364
32048355,Stylish Fully Furnished Yonge&shepp! Entire PL-!,1718194,Shaz And Kanwal,,Willowdale East,43.75696,-79.40809,Entire home/apt,96,7,11,2020-10-14,0.61,20,84
32049107,Trendy 3 BD Condo KING ST. WEST heart of TO!,238911240,Melissa,,Waterfront Communities-The Island,43.64426,-79.39486,Entire home/apt,306,2,13,2020-09-28,0.59,3,357
32049716,Corner Penthouse with Skyline and Lake Views,238911240,Melissa,,Waterfront Communities-The Island,43.64311,-79.39278,Entire home/apt,1044,14,33,2020-08-16,1.57,3,18
32050365,One bed room apartment willodale North York,156421256,Marjan,,Willowdale East,43.7717,-79.40388,Entire home/apt,67,1,0,,,2,0
32053433,Gorgeous 2 Bedroom + Den in the heart of Toronto,240331076,Ashley,,Waterfront Communities-The Island,43.63911,-79.38969,Entire home/apt,170,14,1,2019-02-15,0.04,1,103
32062274,"Beautiful Downtown Lower Penthouse, beside Union.",36575120,Frau,,Waterfront Communities-The Island,43.64529,-79.37617,Entire home/apt,132,59,0,,,2,257
32063517,Bright Master bedroom in 2 bedroom apartment,55341991,Baris,,Thorncliffe Park,43.71435,-79.35883,Private room,23,1,0,,,1,0
32064965,"Charming studio,heart of fashion district DOWNTOWN",169132285,Reyhana,,Niagara,43.6443,-79.40989,Entire home/apt,100,2,4,2019-09-08,0.20,1,0
32065509,Downtown Toronto Single apartment,130577013,Sheryl,,North St.James Town,43.67042,-79.37578,Shared room,50,5,0,,,1,0
32065802,Penthouse Studio Suite in Mid-Town Toronto!,174953313,Marc,,Mount Pleasant West,43.69958,-79.3938,Entire home/apt,85,2,7,2019-08-26,0.34,2,0
32065900,Amazing master bedroom in penthouse downtown by CN,154414224,Harry,,Waterfront Communities-The Island,43.63962,-79.38969,Private room,897,2,7,2019-10-04,0.32,2,0
32071480,"Red, Safe & Cozy near Sunnybrook & Glendon",50019105,Fariba,,Lawrence Park South,43.72274,-79.39274,Private room,46,1,18,2020-09-15,0.84,4,0
32083393,Bright clean cozy room close to downtown Toronto,76796897,Tanya,,Lambton Baby Point,43.66093,-79.49774,Private room,27,3,22,2020-10-19,0.99,3,134
32083529,Stunning Two BR + Den + Bath & Luxury Bed - UofT,240599114,Angie & Helen,,University,43.66198,-79.40533,Private room,68,2,86,2020-10-31,3.83,1,69
32083869,Private bedroom furnished with attached washroom,115943837,Hiren,,Mount Olive-Silverstone-Jamestown,43.76005,-79.58942,Private room,50,1,35,2020-03-05,1.72,1,0
32084298,Quiet cozy room close to downtown Toronto,76796897,Tanya,,Lambton Baby Point,43.66077,-79.49644,Private room,27,2,22,2020-10-31,0.99,3,134
32089886,Midtown Casa,22460234,Catherine,,Mount Pleasant West,43.71213,-79.39403,Private room,59,1,16,2020-07-02,0.78,1,178
32094480,57 Eighth Street,75626535,Farzad,,New Toronto,43.59649,-79.50466,Entire home/apt,120,15,0,,,1,0
32103207,Cozy private bedroom in DT Toronto close to Eaton,126016032,Yanjun,,Bay Street Corridor,43.65938,-79.38277,Private room,99,1,1,2019-02-18,0.05,1,0
32108020,"Cozy, bright and relaxing room in Toronto",51846997,Shelly,,Oakwood Village,43.68575,-79.433,Private room,37,1,6,2020-02-24,0.29,2,180
32110016,Skylit Designer Two Story Church Loft,152740072,Sofi,,Palmerston-Little Italy,43.6593,-79.42866,Entire home/apt,185,180,0,,,1,247
32113747,Urban Jungle in the Heart of Downtown Toronto,120164139,Stephanie,,Bay Street Corridor,43.66083,-79.38416,Entire home/apt,130,2,40,2020-09-28,1.78,1,0
32116309,Modern and Luxurious Stay w/ Incredible Lake Views,47414012,Amin,,Mimico (includes Humber Bay Shores),43.62254,-79.48406,Entire home/apt,82,1,52,2019-11-03,2.31,1,0
32125346,Small One-Bedroom for One!,22046201,Amy,,Dufferin Grove,43.65476,-79.44637,Entire home/apt,85,1,11,2020-06-03,0.49,3,12
32133454,Luxury bedroom NorthYork Toronto parking&bathroom,53442917,Xenia,,Bayview Woods-Steeles,43.79408,-79.38802,Private room,55,1,20,2019-10-07,0.93,2,0
32136351,It's a culturally abundant flavourful part of town,2607156,Scott,,South Parkdale,43.64085,-79.42805,Private room,70,1,26,2020-07-11,1.17,1,90
32136551,"2 bed/2 bath Executive Suite, CN Tower Views",12770136,Dale,,Niagara,43.63894,-79.41628,Entire home/apt,175,4,35,2020-03-16,1.59,1,0
32140237,From $124 USD 1 bdrm 2bath Executive Rosedale,164543821,Silvano / Susan,,Rosedale-Moore Park,43.6764,-79.38133,Private room,162,3,16,2020-11-21,0.97,11,360
32147224,Fashionable Private Bedroom & Bathroom,1772659,Alcira,,Waterfront Communities-The Island,43.6493,-79.3882,Private room,80,3,25,2020-02-23,1.20,2,364
32147648,Beautifully decorated room - King Street Townhouse,122749620,Aakriti,,Niagara,43.64185,-79.40592,Private room,95,1,8,2019-09-13,0.41,2,90
32154124,Comfy bunkbed in a cozy shared room near TTC,152088065,Gennadi,,Malvern,43.80372,-79.22865,Shared room,14,1,9,2020-06-03,0.40,59,337
32154897,"""Your"" Toronto Home Away From Home Basement Suite!",3741602,Kay,,Brookhaven-Amesbury,43.69913,-79.49313,Entire home/apt,300,5,1,2019-08-06,0.06,7,0
32155452,"Charming 1 Bedroom Condo, Fashion District",1684087,Pouneh,,Waterfront Communities-The Island,43.64087,-79.40077,Entire home/apt,135,28,10,2020-09-25,0.48,19,365
32156739,Step Out to the Balcony for Unobstructed Toronto City Views,241230781,Chintan & Preet,,Waterfront Communities-The Island,43.63973,-79.39704,Entire home/apt,108,1,174,2020-12-07,7.76,1,175
32158653,Large Downtown Home w/ Terrace and CN Tower View,22868073,Chris,,Waterfront Communities-The Island,43.64123,-79.39787,Entire home/apt,196,28,82,2020-10-04,4.03,7,1
32158662,Home Sweet Home ~3bdrm & 2.5 bath w BACKYARD OASIS,846505,Julie,,Woodbine-Lumsden,43.69178,-79.31058,Entire home/apt,200,5,32,2020-09-01,1.45,64,0
32160993,40+flr Modern Studio by Scotiabank Arena,206884960,Jenny,,Waterfront Communities-The Island,43.64117,-79.38289,Entire home/apt,65,1,110,2020-11-26,4.90,2,45
32162226,Toronto Downtown Spadina Master bed room''...,44964154,Abby,,Annex,43.67333,-79.41048,Private room,134,14,5,2019-09-22,0.26,11,82
32163501,Charming Home steps away from The Danforth,241033767,Adam,,North Riverdale,43.67314,-79.35073,Entire home/apt,121,7,7,2019-08-28,0.32,1,0
32163903,Large One Bedroom Apartment,25359504,Beril,,Church-Yonge Corridor,43.66428,-79.37756,Entire home/apt,150,7,0,,,1,83
32166369,Private room in Scarborough,141360071,Shrmila,,Bendale,43.74183,-79.25478,Private room,35,1,0,,,3,0
32167605,"Stunning Private Bedroom, Large, Great Location!",230406824,Jay,,Englemount-Lawrence,43.71566,-79.4387,Private room,39,5,7,2020-08-20,0.32,3,346
32168062,✨ Huge Room in Shared  House by Finch Subway ✨,11418370,Claude,,Willowdale West,43.77485,-79.43391,Private room,35,28,10,2020-08-01,0.44,8,1
32168287,✨ Basic  Room in Shared  House by Finch Subway ✨,11418370,Claude,,Willowdale West,43.77531,-79.43376,Private room,30,28,13,2020-10-25,0.58,8,346
32168614,2Br Sweet TH w/parking --4mins to Finch Station,96961933,Judy&Tony,,Newtonbrook West,43.77925,-79.41917,Entire home/apt,132,28,19,2020-11-07,0.94,5,37
32170366,"Cosy Room Toronto Downtown spadina Subway ""'..",44964154,Abby,,Annex,43.6693,-79.40978,Private room,75,14,11,2019-12-07,0.51,11,0
32170910,"Central Stylish Location, Best City View-w/Parking",108243648,Arthur,,Waterfront Communities-The Island,43.64243,-79.38233,Entire home/apt,156,1,150,2020-11-21,6.69,32,90
32171422,"★★★★★ ❤24HrPriv.Ent Basmt, 2 Day Beds, 3pcs Bath",159646499,Charles,,Bayview Woods-Steeles,43.80308,-79.38684,Private room,81,27,1,2020-04-22,0.13,9,89
32172090,"Penthouse Ent. District Condo-Free Parking,Sofabed",238647598,Shannon,,Niagara,43.63745,-79.40137,Entire home/apt,100,1,74,2020-11-25,3.32,1,63
32178797,Bright Annex bedroom in large shared house,3388423,Dani+Mira,,University,43.66547,-79.40925,Private room,79,3,1,2019-02-27,0.05,2,90
32180403,"Elegant 3 Bedroom,2 bathroom Townhouse, Downtown",3244908,Marlena,,Moss Park,43.65489,-79.36039,Entire home/apt,500,2,12,2020-03-05,0.63,1,0
32180768,A4.Sunny Room up to 5-York Unv. & FinchSubway-5min,210689721,Cosy,,York University Heights,43.75215,-79.50506,Private room,69,5,6,2020-09-16,1.61,5,0
32185102,Modern/Cozy Stay W. Spa & Entertainment Retreat,5553760,Alex & Hollyn,,Lambton Baby Point,43.66232,-79.50004,Entire home/apt,123,2,108,2020-03-01,4.91,1,1
32187618,One Bedroom Condo- 30th floor- On Subway Line,241453843,Bernie,,Don Valley Village,43.77518,-79.34692,Entire home/apt,120,4,0,,,1,0
32189856,Stunning 3 storey cozy Entire house -Back Yard,22651807,Farnaz,,Willowdale East,43.777,-79.40124,Entire home/apt,150,6,20,2020-01-03,0.89,1,131
32195644,"Toronto Modern Deluxe Condo fit 4,多倫多北约克市豪华公寓,可住4人",123815673,Edmond,,Henry Farm,43.77363,-79.32942,Entire home/apt,119,28,36,2020-10-01,1.62,3,344
32198155,A private bedroom in a quiet neighbourhood!,82398690,David,,West Humber-Clairville,43.72424,-79.62079,Private room,40,1,31,2020-11-26,1.54,1,82
32201920,Downtown Studio Apartment,240647362,Gail And James,,Regent Park,43.6606,-79.36492,Entire home/apt,74,1,55,2020-11-27,2.44,3,147
32204628,The Avenue,17641769,Joe,,Yonge-Eglinton,43.70207,-79.40847,Entire home/apt,115,4,1,2019-09-30,0.07,1,161
32206135,Cozy 1BED in Bloor West near Junction Triangle,240167414,Sally,,Dovercourt-Wallace Emerson-Junction,43.6624,-79.43571,Entire home/apt,49,2,16,2020-03-17,0.74,1,135
32206885,Getaway- No cleaning fee,167034435,Kevin,,Moss Park,43.6604,-79.37289,Private room,90,1,89,2020-11-01,3.99,24,365
32207253,.,241687105,Hong,,L'Amoreaux,43.79838,-79.30183,Private room,85,1,0,,,1,0
32213093,"Sweet & Cozy 1 bdr,  2nd floor apt",18677941,Bela,,Stonegate-Queensway,43.62535,-79.50269,Entire home/apt,95,2,11,2020-02-22,0.51,1,0
32213374,"❤️Perfect Family Suite 3Bdrm Extra Clean, Modern",1157555,TorontoLuxe,,Waterfront Communities-The Island,43.6432,-79.38999,Entire home/apt,125,1,110,2020-04-09,5.00,6,0
32214106,Beautiful Pent house condo amazing view!,22292395,Nicholas,,Casa Loma,43.68615,-79.40535,Entire home/apt,200,2,0,,,1,0
32214230,"Bright, Cozy & Clean Room in Down Town Toronto!",66217829,Daniel,,Church-Yonge Corridor,43.66846,-79.38097,Private room,38,1,128,2020-12-03,5.99,1,17
32219569,Beaches 1 bedroom long term,486985,Peter,,Birchcliffe-Cliffside,43.67474,-79.27812,Entire home/apt,125,90,0,,,1,83
32223985,Garden Suite with patio*Original Brownstone House*,2343887,Liora,,Dovercourt-Wallace Emerson-Junction,43.66266,-79.42319,Entire home/apt,110,28,13,2020-11-08,0.63,2,208
32232905,Cozy Studio in Little Portugal,59605643,Luisa,,Little Portugal,43.6508,-79.42578,Entire home/apt,70,365,156,2020-03-17,6.95,2,0
32235735,Entire Basement (Bright and new),22763728,Pouya,,Downsview-Roding-CFB,43.72807,-79.46659,Entire home/apt,16,1,3,2019-02-27,0.14,2,0
32239235,Cosy Room with View Window for Single Guest,20363967,Bobbi & Emily,,Birchcliffe-Cliffside,43.70068,-79.25982,Private room,32,5,21,2019-11-19,0.95,3,0
32243850,Beautiful Lake Front with unobstructed view,102466021,Simara,,Waterfront Communities-The Island,43.6402,-79.3978,Entire home/apt,260,3,1,2019-04-08,0.05,1,90
32244230,1 Bedroom apartment on Bloor at Dufferin Station,77179488,Tom,,Dovercourt-Wallace Emerson-Junction,43.66062,-79.4338,Entire home/apt,70,2,2,2019-04-07,0.10,1,0
32244991,Studio condo in best part of Toronto,161346157,Shane,,Willowdale West,43.76876,-79.41373,Entire home/apt,95,1,18,2019-08-10,0.83,1,0
32252754,Beautiful Private Room in Downtown Toronto,81933615,Chad,,Cabbagetown-South St.James Town,43.66567,-79.37709,Private room,95,2,3,2019-06-14,0.16,1,90
32252826,Modern Unit w/ Pool and Gym +  Near the Subway,242074563,Lana,,Yonge-St.Clair,43.68769,-79.39636,Entire home/apt,100,1,3,2019-03-30,0.14,1,0
32267416,Central Toronto Bachelorette,18942204,Todd,,Annex,43.66958,-79.40415,Entire home/apt,52,1,154,2020-12-09,6.93,13,258
32267860,Vibrant Apartment in Toronto's Entertainment Core,77733066,Rawan,,Waterfront Communities-The Island,43.6479,-79.39283,Entire home/apt,150,2,9,2020-02-15,0.44,1,0
32270378,Downtown - Queen W. St - Bright Studio,242156956,Annick,,Niagara,43.64486,-79.40931,Entire home/apt,70,6,1,2019-02-24,0.05,1,0
32271402,East Chinatown Bachelor Unit with Paid Parking,222728535,Jimmy,,North Riverdale,43.66659,-79.35023,Entire home/apt,42,3,101,2020-10-30,4.52,1,12
32271633,"Bright, spacious, private unit in Wexford, Toronto",36892256,Quy,,Wexford/Maryvale,43.74051,-79.29769,Entire home/apt,79,2,23,2020-11-22,1.10,1,37
32271860,1 Bedroom (studio) Downtown Condo - Queen Street,69778408,Norman,,Waterfront Communities-The Island,43.64932,-79.38762,Entire home/apt,112,28,5,2020-04-25,0.30,13,0
32282107,Urban Escape Close to Subway/Greek Town/Downtown,1578483,Steve,,Blake-Jones,43.67604,-79.33437,Entire home/apt,135,5,5,2019-08-15,0.29,1,0
32287375,Private bedrooms,24085234,Cristina,,Caledonia-Fairbank,43.6867,-79.45909,Private room,35,30,3,2019-12-31,0.17,9,0
32287407,Charming & cozy apartment in Toronto's gay village,44108400,David,,Church-Yonge Corridor,43.665,-79.38349,Entire home/apt,95,2,0,,,1,0
32292295,Cozy DT apartment 3m walk to Wellesley station.,242389428,Pavel,,Church-Yonge Corridor,43.6667,-79.38139,Private room,50,2,53,2020-01-26,2.57,1,0
